Accident_ID,Date,District,Location,Time,Vehicle_Type,Road_Type,Weather,Cause,Persons_Involved,Injured,Fatalities,Gender,Age,Helmet_Seatbelt,Police_Case,Damage_Cost (₹),Latitude,Longitude
TN-2023-00452,28-04-2023,Vellore,Location_16,04:15,Car,SH,Fog,Weather,3,3,0,Male,40,No,No,477744,10.22393365,77.50117316
TN-2023-00453,17-02-2023,Tiruppur,Location_24,07:41,Two Wheeler,Rural Road,Cloudy,Weather,4,3,0,Female,47,No,Yes,275945,8.720030846,76.79715688
TN-2023-00454,30-03-2023,Thoothukudi,Location_69,07:40,Auto Rickshaw,Urban Street,Sunny,Weather,5,0,0,Male,53,Yes,Yes,477721,11.3471171,79.66662906
TN-2023-00455,25-08-2023,Salem,Location_41,17:34,Two Wheeler,SH,Fog,Poor road,1,0,2,Male,52,Yes,No,430633,9.964929604,78.66419004
TN-2023-00456,29-09-2023,Tiruppur,Location_77,16:51,Lorry,SH,Fog,Drunk drive,5,0,0,Male,45,Yes,Yes,326601,12.07764846,79.27769074
TN-2023-00457,08-07-2023,Trichy,Location_47,14:52,Truck,SH,Cloudy,Drunk drive,5,0,0,Male,63,No,No,476284,9.736114078,77.41733465
TN-2023-00458,11-07-2023,Erode,Location_76,16:39,Bus,Urban Street,Rain,Drunk drive,4,1,2,Female,20,Yes,Yes,132949,9.446496017,77.76831668
TN-2023-00459,10-03-2023,Vellore,Location_69,01:48,Bicycle,Urban Street,Sunny,Reckless driving,3,0,0,Male,33,Yes,Yes,163054,12.77240704,80.11139678
TN-2023-00460,05-10-2023,Madurai,Location_31,17:30,Bus,SH,Cloudy,Poor road,5,2,0,Male,32,Yes,Yes,67784,11.38701295,80.32532028
TN-2023-00461,15-12-2023,Tiruppur,Location_92,04:40,Two Wheeler,Rural Road,Rain,Brake failure,3,2,0,Female,36,No,Yes,398341,8.472954038,79.32928981
TN-2023-00462,04-09-2023,Chennai,Location_92,08:33,Two Wheeler,Urban Street,Cloudy,Over speed,1,0,0,Female,27,Yes,Yes,30307,11.79149566,79.37241707
TN-2023-00463,17-03-2023,Trichy,Location_30,01:50,Two Wheeler,Urban Street,Cloudy,Reckless driving,4,0,0,Male,21,No,Yes,258288,12.14003453,79.12480125
TN-2023-00464,03-06-2023,Trichy,Location_18,22:58,Two Wheeler,Rural Road,Fog,Drunk drive,2,1,2,Male,39,No,Yes,171170,9.293619874,78.64244471
TN-2023-00465,24-05-2023,Chennai,Location_44,02:16,Bus,NH,Cloudy,Brake failure,4,2,0,Male,35,Yes,No,50085,13.32210991,78.67785248
TN-2023-00466,27-03-2023,Thoothukudi,Location_27,13:13,Two Wheeler,Rural Road,Rain,Weather,2,3,0,Female,39,Yes,Yes,6621,10.05072036,80.33711301
TN-2023-00467,04-07-2023,Madurai,Location_99,13:37,Lorry,SH,Fog,Over speed,1,1,1,Male,59,Yes,Yes,193747,13.17315617,79.37910187
TN-2023-00468,12-10-2023,Salem,Location_26,02:00,Two Wheeler,Urban Street,Rain,Weather,3,3,0,Male,33,Yes,Yes,147079,9.614893079,78.94903583
TN-2023-00469,08-08-2023,Erode,Location_60,15:28,Car,Urban Street,Rain,Brake failure,1,0,0,Male,20,Yes,Yes,247048,11.3505779,76.85081321
TN-2023-00470,10-03-2023,Vellore,Location_18,03:32,Truck,Urban Street,Fog,Brake failure,4,2,0,Male,61,Yes,Yes,198760,10.84663426,80.39683289
TN-2023-00471,16-02-2023,Erode,Location_97,16:27,Two Wheeler,Urban Street,Rain,Weather,2,3,0,Male,52,Yes,Yes,460976,13.45687199,78.34132016
TN-2023-00472,04-04-2023,Madurai,Location_89,17:25,Bus,NH,Clear,Reckless driving,2,2,0,Male,58,No,No,345984,10.24595585,80.24670953
TN-2023-00473,26-08-2023,Erode,Location_56,07:33,Lorry,Urban Street,Cloudy,Over speed,4,3,0,Male,56,Yes,Yes,474360,8.986098649,79.21100892
TN-2023-00474,23-07-2023,Chennai,Location_31,17:30,Two Wheeler,Urban Street,Fog,Weather,4,1,0,Male,33,Yes,No,12101,12.58264875,76.18036378
TN-2023-00475,06-08-2023,Trichy,Location_59,15:57,Car,NH,Fog,Weather,1,0,0,Male,38,Yes,Yes,142860,8.23124289,78.42547975
TN-2023-00476,07-12-2023,Erode,Location_2,09:39,Two Wheeler,SH,Clear,Reckless driving,5,2,0,Male,38,Yes,Yes,192311,12.86725816,80.01706953
TN-2023-00477,08-02-2023,Tirunelveli,Location_97,11:21,Lorry,SH,Clear,Weather,2,1,0,Male,18,No,Yes,227852,8.608242214,76.23301308
TN-2023-00478,10-04-2023,Tiruppur,Location_39,15:11,Car,NH,Clear,Over speed,4,2,0,Female,47,Yes,Yes,305102,11.14606841,79.90027398
TN-2023-00479,16-10-2023,Madurai,Location_61,10:19,Car,SH,Clear,Poor road,1,3,2,Male,64,No,Yes,70363,11.92378425,78.76026081
TN-2023-00480,11-09-2023,Thoothukudi,Location_63,18:00,Lorry,SH,Sunny,Over speed,5,3,0,Male,51,Yes,Yes,40097,9.849778373,76.20037268
TN-2023-00481,10-08-2023,Tirunelveli,Location_96,02:11,Two Wheeler,Rural Road,Fog,Reckless driving,3,0,0,Male,56,No,Yes,109752,12.64607792,77.68119249
TN-2023-00482,23-12-2023,Chennai,Location_18,08:52,Lorry,Rural Road,Rain,Weather,4,3,0,Male,63,No,Yes,350925,11.26537733,76.13576767
TN-2023-00483,23-01-2023,Coimbatore,Location_17,21:36,Auto Rickshaw,Rural Road,Fog,Drunk drive,5,0,0,Male,40,Yes,Yes,379361,10.1733574,76.00772334
TN-2023-00484,07-09-2023,Chennai,Location_98,00:41,Auto Rickshaw,NH,Fog,Drunk drive,3,0,0,Male,51,Yes,Yes,498372,9.789499416,80.03391308
TN-2023-00485,10-01-2023,Thoothukudi,Location_39,16:03,Lorry,Urban Street,Fog,Brake failure,3,1,0,Male,47,Yes,Yes,349322,8.6160453,79.36860235
TN-2023-00486,03-09-2023,Thoothukudi,Location_71,14:50,Two Wheeler,NH,Clear,Poor road,1,0,0,Male,50,No,Yes,340014,11.52199959,77.30262403
TN-2023-00487,21-11-2023,Tirunelveli,Location_54,07:22,Bicycle,NH,Clear,Reckless driving,2,1,0,Male,33,No,Yes,451029,10.0022362,76.51169739
TN-2023-00488,10-04-2023,Tiruppur,Location_99,14:26,Two Wheeler,NH,Sunny,Brake failure,4,2,0,Male,58,Yes,Yes,421432,9.763083017,76.24494662
TN-2023-00489,17-10-2023,Madurai,Location_94,06:46,Car,NH,Fog,Brake failure,5,3,0,Male,47,Yes,Yes,264341,13.2247139,80.12750049
TN-2023-00490,29-06-2023,Salem,Location_76,07:29,Two Wheeler,Rural Road,Cloudy,Drunk drive,3,3,0,Male,20,No,Yes,87451,9.50038674,78.81500583
TN-2023-00491,11-08-2023,Trichy,Location_35,22:41,Bicycle,NH,Sunny,Over speed,2,3,0,Female,62,Yes,No,235841,12.82110811,76.72251499
TN-2023-00492,07-09-2023,Tirunelveli,Location_11,17:03,Bus,Rural Road,Clear,Brake failure,3,0,0,Male,19,Yes,Yes,120115,13.36192812,79.06657884
TN-2023-00493,27-05-2023,Thoothukudi,Location_61,14:42,Lorry,Urban Street,Fog,Brake failure,4,1,0,Female,43,Yes,Yes,267280,12.52506972,80.49500822
TN-2023-00494,06-04-2023,Coimbatore,Location_44,21:02,Two Wheeler,SH,Clear,Poor road,4,1,0,Male,35,No,Yes,44614,8.107343848,79.54612339
TN-2023-00495,14-09-2023,Vellore,Location_68,14:34,Lorry,Rural Road,Rain,Drunk drive,1,1,0,Male,19,No,Yes,16769,12.77743195,78.00939538
TN-2023-00496,21-11-2023,Thoothukudi,Location_25,14:37,Lorry,NH,Clear,Over speed,4,0,0,Male,57,Yes,Yes,135493,9.173784355,79.66379502
TN-2023-00497,04-01-2023,Tiruppur,Location_48,00:13,Bus,Urban Street,Clear,Poor road,4,3,0,Male,20,Yes,Yes,143501,9.943026942,79.34938007
TN-2023-00498,16-01-2023,Tiruppur,Location_32,15:00,Two Wheeler,NH,Sunny,Over speed,4,3,0,Male,34,Yes,Yes,418285,13.45370756,76.39893939
TN-2023-00499,07-10-2023,Thoothukudi,Location_84,20:48,Car,Urban Street,Rain,Over speed,2,1,1,Male,41,Yes,No,66544,10.22737823,80.16563481
TN-2023-00500,02-12-2023,Tiruppur,Location_95,07:49,Two Wheeler,SH,Cloudy,Brake failure,5,0,2,Male,19,Yes,Yes,312498,11.6015919,79.97846462
TN-2023-00501,04-09-2023,Tirunelveli,Location_4,15:37,Car,Urban Street,Cloudy,Poor road,5,3,0,Male,23,Yes,Yes,315079,9.708955529,78.65751785
TN-2023-00502,15-09-2023,Thoothukudi,Location_38,09:41,Two Wheeler,Urban Street,Cloudy,Brake failure,4,0,0,Male,57,No,Yes,426984,10.03185768,78.28667143
TN-2023-00503,09-06-2023,Thoothukudi,Location_63,04:25,Two Wheeler,SH,Fog,Weather,5,2,0,Female,43,Yes,Yes,243379,11.28693931,77.02483619
TN-2023-00504,06-12-2023,Madurai,Location_47,11:19,Two Wheeler,SH,Cloudy,Over speed,4,2,0,Male,23,Yes,Yes,27532,13.2155716,79.7550605
TN-2023-00505,01-06-2023,Trichy,Location_1,16:13,Two Wheeler,Urban Street,Fog,Poor road,5,0,1,Male,29,Yes,Yes,126996,9.553505606,77.94348884
TN-2023-00506,27-06-2023,Coimbatore,Location_3,13:34,Two Wheeler,NH,Clear,Drunk drive,5,2,0,Male,38,Yes,Yes,137471,9.360513039,78.60688011
TN-2023-00507,12-06-2023,Tiruppur,Location_86,11:51,Auto Rickshaw,Rural Road,Cloudy,Brake failure,3,3,0,Male,33,Yes,No,90646,8.144510082,76.76539368
TN-2023-00508,02-02-2023,Madurai,Location_62,17:43,Car,NH,Sunny,Weather,2,1,1,Male,23,Yes,Yes,467572,9.111598418,76.96220241
TN-2023-00509,28-06-2023,Salem,Location_64,01:01,Two Wheeler,Rural Road,Rain,Reckless driving,3,0,0,Male,51,Yes,Yes,302471,9.443269052,80.43340596
TN-2023-00510,11-04-2023,Salem,Location_17,16:09,Car,SH,Rain,Weather,3,2,0,Male,20,Yes,Yes,163582,8.345816663,78.22299986
TN-2023-00511,25-09-2023,Erode,Location_78,17:21,Car,NH,Clear,Weather,5,1,1,Female,58,Yes,Yes,50985,11.09984828,79.67084295
TN-2023-00512,19-11-2023,Tirunelveli,Location_62,18:57,Auto Rickshaw,SH,Rain,Brake failure,1,3,1,Female,36,Yes,Yes,91199,8.697203983,79.73378501
TN-2023-00513,06-03-2023,Tirunelveli,Location_35,20:00,Two Wheeler,Urban Street,Rain,Drunk drive,1,3,0,Female,46,Yes,Yes,88144,10.81092019,80.41679649
TN-2023-00514,17-06-2023,Chennai,Location_13,03:24,Two Wheeler,Urban Street,Clear,Poor road,2,0,0,Female,49,Yes,Yes,46305,9.039397255,80.42306807
TN-2023-00515,26-11-2023,Coimbatore,Location_35,03:30,Truck,NH,Clear,Over speed,4,1,0,Male,27,Yes,Yes,251813,13.14649026,78.05629938
TN-2023-00516,12-02-2023,Thoothukudi,Location_43,01:18,Two Wheeler,SH,Clear,Drunk drive,5,3,0,Male,44,Yes,Yes,313023,9.689036589,80.2764417
TN-2023-00517,13-02-2023,Tiruppur,Location_2,20:11,Two Wheeler,NH,Sunny,Brake failure,2,0,0,Male,46,Yes,Yes,197635,8.511106611,77.64454489
TN-2023-00518,12-10-2023,Coimbatore,Location_56,09:30,Two Wheeler,NH,Clear,Reckless driving,3,2,0,Male,30,Yes,Yes,62813,12.59884879,78.73437607
TN-2023-00519,12-01-2023,Erode,Location_77,12:21,Two Wheeler,Rural Road,Clear,Poor road,5,1,0,Male,37,Yes,Yes,57120,10.21120007,79.69770593
TN-2023-00520,05-04-2023,Chennai,Location_51,22:51,Bicycle,Urban Street,Clear,Over speed,3,3,0,Male,45,Yes,Yes,479599,12.51066504,80.11203942
TN-2023-00521,29-10-2023,Madurai,Location_54,22:14,Two Wheeler,NH,Cloudy,Reckless driving,2,2,0,Male,44,Yes,Yes,109771,9.718692707,78.35727651
TN-2023-00522,10-09-2023,Coimbatore,Location_16,02:22,Auto Rickshaw,Urban Street,Cloudy,Poor road,1,1,0,Male,30,Yes,Yes,332292,10.75020777,77.88036756
TN-2023-00523,30-08-2023,Madurai,Location_18,19:44,Bicycle,Rural Road,Sunny,Over speed,2,1,0,Male,42,Yes,No,379574,10.44946516,79.27833124
TN-2023-00524,04-02-2023,Salem,Location_7,07:56,Car,SH,Sunny,Over speed,5,1,0,Male,46,Yes,Yes,339107,11.06848493,78.05167406
TN-2023-00525,03-08-2023,Tiruppur,Location_45,06:55,Two Wheeler,NH,Rain,Weather,5,3,0,Male,32,Yes,Yes,407421,10.20908152,79.02310643
TN-2023-00526,03-12-2023,Erode,Location_36,07:17,Two Wheeler,Urban Street,Cloudy,Reckless driving,4,1,0,Male,62,No,Yes,458924,10.73241183,79.61898509
TN-2023-00527,31-03-2023,Thoothukudi,Location_41,08:05,Car,NH,Sunny,Reckless driving,1,2,0,Female,62,No,Yes,116433,11.73630135,79.7850727
TN-2023-00528,21-09-2023,Tiruppur,Location_94,03:14,Two Wheeler,SH,Sunny,Brake failure,5,3,0,Male,47,No,Yes,320464,10.28075528,77.14441319
TN-2023-00529,03-04-2023,Trichy,Location_42,04:57,Car,NH,Rain,Drunk drive,1,1,0,Female,55,Yes,No,82050,11.76422611,78.57156154
TN-2023-00530,31-03-2023,Tirunelveli,Location_7,04:38,Two Wheeler,NH,Clear,Weather,5,2,0,Male,49,Yes,Yes,197511,11.92866056,76.11265419
TN-2023-00531,25-04-2023,Erode,Location_15,08:06,Truck,Urban Street,Fog,Weather,1,3,0,Male,24,Yes,Yes,10246,12.11909721,79.58990295
TN-2023-00532,15-04-2023,Coimbatore,Location_60,08:19,Car,SH,Rain,Poor road,2,1,0,Female,52,Yes,Yes,412331,10.5901526,76.56292828
TN-2023-00533,15-07-2023,Tiruppur,Location_40,09:25,Bus,Rural Road,Fog,Reckless driving,1,0,0,Male,50,Yes,Yes,440072,8.020845442,79.92258025
TN-2023-00534,10-11-2023,Vellore,Location_83,03:37,Auto Rickshaw,SH,Rain,Over speed,3,0,0,Female,29,No,Yes,433253,12.1443109,77.83064322
TN-2023-00535,24-04-2023,Tirunelveli,Location_37,13:40,Two Wheeler,SH,Rain,Over speed,2,1,0,Male,40,Yes,Yes,373970,12.99996815,76.75270725
TN-2023-00536,16-03-2023,Tirunelveli,Location_66,00:16,Two Wheeler,Rural Road,Clear,Poor road,5,0,1,Female,22,No,Yes,363552,11.58939832,79.58116711
TN-2023-00537,05-08-2023,Vellore,Location_55,12:23,Two Wheeler,NH,Sunny,Reckless driving,5,3,1,Female,60,Yes,Yes,250066,10.88500863,76.90128874
TN-2023-00538,04-10-2023,Chennai,Location_77,06:08,Two Wheeler,Urban Street,Cloudy,Brake failure,4,1,0,Male,61,Yes,Yes,27824,11.07775229,77.77486603
TN-2023-00539,06-09-2023,Chennai,Location_95,10:34,Car,NH,Rain,Over speed,3,2,0,Female,48,Yes,Yes,475710,11.52446467,78.55094288
TN-2023-00540,13-06-2023,Vellore,Location_80,11:20,Two Wheeler,NH,Clear,Weather,4,0,0,Male,33,Yes,Yes,218572,13.49188555,77.62013472
TN-2023-00541,23-12-2023,Trichy,Location_56,02:14,Two Wheeler,Rural Road,Fog,Weather,2,1,0,Male,50,Yes,Yes,233058,8.341307658,76.80562934
TN-2023-00542,11-07-2023,Salem,Location_44,20:09,Bicycle,Rural Road,Sunny,Reckless driving,4,3,1,Female,18,Yes,Yes,219486,8.116505935,77.82742208
TN-2023-00543,15-08-2023,Vellore,Location_57,00:45,Two Wheeler,NH,Rain,Over speed,2,1,0,Female,39,Yes,Yes,133056,13.30292389,76.64909967
TN-2023-00544,26-06-2023,Salem,Location_6,19:05,Car,SH,Fog,Over speed,4,2,0,Male,45,No,Yes,439130,10.42261051,79.23619958
TN-2023-00545,09-04-2023,Tiruppur,Location_92,01:28,Two Wheeler,Urban Street,Rain,Brake failure,1,2,1,Female,22,No,Yes,82300,11.36794531,76.77177234
TN-2023-00546,05-02-2023,Trichy,Location_32,22:39,Two Wheeler,SH,Cloudy,Reckless driving,2,1,0,Male,21,No,Yes,32650,12.1439252,78.17072141
TN-2023-00547,06-04-2023,Erode,Location_74,00:03,Car,NH,Cloudy,Over speed,2,1,0,Male,18,No,Yes,153359,12.08152927,78.52170214
TN-2023-00548,01-06-2023,Salem,Location_18,03:28,Truck,NH,Sunny,Brake failure,1,1,0,Male,32,Yes,No,281271,11.55956806,80.25280123
TN-2023-00549,31-05-2023,Tirunelveli,Location_68,04:19,Two Wheeler,Urban Street,Fog,Weather,1,1,0,Male,54,No,Yes,241090,10.59540346,76.35216259
TN-2023-00550,09-07-2023,Tiruppur,Location_73,08:22,Two Wheeler,SH,Cloudy,Brake failure,3,3,0,Male,56,Yes,Yes,237227,11.16843038,80.18704874
TN-2023-00551,12-08-2023,Tirunelveli,Location_7,12:17,Two Wheeler,NH,Clear,Over speed,1,1,0,Male,55,Yes,Yes,325182,12.01305309,76.93701861
TN-2023-00552,06-02-2023,Trichy,Location_8,16:24,Two Wheeler,NH,Sunny,Drunk drive,4,3,1,Female,62,Yes,Yes,19926,12.67947984,79.78421319
TN-2023-00553,25-09-2023,Salem,Location_64,00:53,Two Wheeler,Rural Road,Rain,Reckless driving,1,1,0,Female,41,Yes,Yes,174804,8.700172259,76.40722864
TN-2023-00554,02-07-2023,Madurai,Location_7,14:33,Car,Urban Street,Fog,Over speed,1,3,0,Male,40,No,Yes,391525,9.528772325,80.4491607
TN-2023-00555,13-01-2023,Trichy,Location_41,15:19,Two Wheeler,Rural Road,Fog,Drunk drive,2,2,1,Male,64,Yes,No,439344,10.18677118,79.63434739
TN-2023-00556,06-10-2023,Trichy,Location_40,21:36,Car,Rural Road,Clear,Weather,2,0,0,Male,24,No,Yes,245713,11.66024044,76.28327995
TN-2023-00557,05-08-2023,Madurai,Location_3,21:50,Car,Rural Road,Cloudy,Reckless driving,1,1,0,Male,48,No,Yes,333250,10.17619278,76.9634997
TN-2023-00558,21-12-2023,Tiruppur,Location_17,04:33,Two Wheeler,NH,Fog,Poor road,3,1,0,Female,24,Yes,Yes,282665,9.313867761,78.46845247
TN-2023-00559,27-12-2023,Salem,Location_66,06:02,Two Wheeler,SH,Clear,Reckless driving,2,2,0,Male,30,Yes,Yes,311717,8.182286389,78.35607405
TN-2023-00560,13-10-2023,Salem,Location_79,16:23,Bicycle,Rural Road,Clear,Weather,4,0,0,Male,21,Yes,Yes,375776,12.63379368,78.83171141
TN-2023-00561,30-09-2023,Tirunelveli,Location_93,02:44,Two Wheeler,SH,Rain,Weather,4,2,0,Female,35,Yes,Yes,293061,10.3041357,78.08578005
TN-2023-00562,03-03-2023,Trichy,Location_52,06:24,Lorry,NH,Clear,Weather,1,2,0,Male,57,Yes,Yes,9165,9.810759494,79.30373938
TN-2023-00563,25-03-2023,Trichy,Location_22,02:14,Two Wheeler,Rural Road,Sunny,Brake failure,1,1,0,Male,36,No,Yes,134846,10.91954422,77.56818522
TN-2023-00564,05-08-2023,Thoothukudi,Location_4,17:28,Car,NH,Fog,Weather,3,1,0,Male,33,Yes,Yes,176507,8.676058827,76.79374077
TN-2023-00565,08-12-2023,Erode,Location_6,09:31,Two Wheeler,Rural Road,Sunny,Poor road,1,2,0,Female,35,Yes,Yes,141036,10.18547097,76.15200768
TN-2023-00566,06-07-2023,Trichy,Location_38,22:38,Two Wheeler,Rural Road,Clear,Over speed,5,1,0,Male,33,Yes,Yes,111448,12.13482156,77.46144526
TN-2023-00567,19-01-2023,Coimbatore,Location_26,08:36,Two Wheeler,NH,Clear,Drunk drive,5,1,0,Male,48,No,Yes,204267,12.04864597,77.92095475
TN-2023-00568,26-06-2023,Erode,Location_11,19:39,Two Wheeler,Urban Street,Sunny,Reckless driving,1,1,0,Male,42,Yes,Yes,14191,12.24543,78.96580922
TN-2023-00569,10-04-2023,Coimbatore,Location_90,13:03,Auto Rickshaw,Urban Street,Rain,Reckless driving,5,0,0,Male,19,No,Yes,140263,10.57079401,79.62905356
TN-2023-00570,21-08-2023,Salem,Location_17,19:27,Bus,SH,Clear,Weather,4,0,0,Male,63,Yes,No,431773,10.02902548,77.08028261
TN-2023-00571,17-03-2023,Erode,Location_88,13:43,Two Wheeler,SH,Sunny,Drunk drive,1,1,0,Male,45,Yes,Yes,47358,12.57292274,78.21941158
TN-2023-00572,22-09-2023,Trichy,Location_92,01:12,Car,NH,Sunny,Weather,4,2,0,Male,33,Yes,Yes,304360,8.953100708,77.05180243
TN-2023-00573,11-10-2023,Madurai,Location_99,00:51,Auto Rickshaw,NH,Fog,Brake failure,4,0,0,Female,53,Yes,Yes,427902,11.98825779,80.28024407
TN-2023-00574,25-07-2023,Tirunelveli,Location_31,06:27,Bus,NH,Rain,Drunk drive,5,2,0,Female,62,Yes,Yes,205213,12.88371011,78.91396041
TN-2023-00575,11-08-2023,Coimbatore,Location_77,08:27,Two Wheeler,Urban Street,Cloudy,Weather,3,3,1,Male,57,No,Yes,163563,9.573837531,79.0505608
TN-2023-00576,21-02-2023,Erode,Location_35,16:52,Auto Rickshaw,Urban Street,Sunny,Weather,4,3,0,Male,52,No,No,26073,9.087874822,78.39050867
TN-2023-00577,05-12-2023,Trichy,Location_16,22:12,Two Wheeler,Rural Road,Fog,Poor road,5,1,0,Male,41,Yes,Yes,331875,10.81888533,77.26823396
TN-2023-00578,24-05-2023,Erode,Location_79,22:09,Car,Rural Road,Cloudy,Poor road,3,2,0,Male,52,Yes,Yes,316692,9.190148751,76.90193446
TN-2023-00579,10-03-2023,Trichy,Location_18,15:05,Car,NH,Fog,Poor road,5,2,0,Female,47,No,Yes,6489,12.78922685,78.95490481
TN-2023-00580,09-04-2023,Trichy,Location_62,15:10,Auto Rickshaw,NH,Fog,Brake failure,5,3,0,Male,54,No,Yes,117406,9.344292956,80.14768233
TN-2023-00581,25-01-2023,Trichy,Location_27,19:02,Truck,SH,Rain,Drunk drive,1,0,0,Male,28,Yes,Yes,258922,9.726812568,76.95802164
TN-2023-00582,22-02-2023,Thoothukudi,Location_35,08:14,Auto Rickshaw,Urban Street,Clear,Brake failure,2,2,0,Male,62,Yes,Yes,144153,12.88630748,78.5729395
TN-2023-00583,31-05-2023,Tirunelveli,Location_45,12:41,Two Wheeler,NH,Rain,Over speed,3,2,0,Male,51,Yes,Yes,159697,9.13091891,78.38196237
TN-2023-00584,24-05-2023,Madurai,Location_35,19:55,Auto Rickshaw,Urban Street,Cloudy,Weather,5,0,1,Male,55,Yes,No,52602,12.86631214,78.88743893
TN-2023-00585,26-02-2023,Madurai,Location_28,12:16,Two Wheeler,NH,Rain,Weather,4,1,0,Male,56,Yes,Yes,15233,9.153916277,78.64505474
TN-2023-00586,08-02-2023,Erode,Location_9,06:27,Two Wheeler,Rural Road,Clear,Weather,4,3,0,Male,41,No,Yes,81865,13.01493114,77.22757573
TN-2023-00587,19-04-2023,Erode,Location_76,05:12,Car,NH,Rain,Poor road,2,2,0,Male,46,Yes,Yes,247957,9.747030467,79.11148761
TN-2023-00588,30-06-2023,Trichy,Location_15,16:14,Car,Rural Road,Rain,Weather,3,1,0,Female,21,Yes,Yes,241959,9.354290253,77.22696916
TN-2023-00589,11-02-2023,Thoothukudi,Location_21,03:27,Car,SH,Rain,Poor road,1,1,0,Female,58,Yes,No,370050,10.62454374,78.93847156
TN-2023-00590,05-07-2023,Trichy,Location_52,14:45,Car,SH,Sunny,Over speed,3,1,0,Male,47,No,Yes,403237,10.03072927,77.34970009
TN-2023-00591,11-08-2023,Thoothukudi,Location_35,20:10,Truck,SH,Sunny,Brake failure,4,0,0,Male,31,No,Yes,29722,9.109623279,76.37090235
TN-2023-00592,02-05-2023,Trichy,Location_97,03:34,Two Wheeler,NH,Rain,Brake failure,4,1,0,Male,41,No,Yes,348876,9.860945889,76.57250487
TN-2023-00593,13-05-2023,Coimbatore,Location_51,01:51,Two Wheeler,SH,Clear,Brake failure,1,2,0,Male,55,No,Yes,200321,11.92276139,79.75343311
TN-2023-00594,12-06-2023,Coimbatore,Location_83,09:29,Auto Rickshaw,NH,Clear,Poor road,1,1,0,Male,51,No,Yes,464439,12.57545351,76.54609868
TN-2023-00595,03-08-2023,Salem,Location_55,12:19,Two Wheeler,Urban Street,Clear,Reckless driving,4,1,1,Male,53,No,Yes,437223,12.51419007,77.48730949
TN-2023-00596,09-08-2023,Trichy,Location_87,20:28,Car,Rural Road,Clear,Reckless driving,5,1,0,Male,32,Yes,No,50945,12.16249487,77.29438788
TN-2023-00597,23-08-2023,Tirunelveli,Location_77,22:56,Bus,Urban Street,Fog,Drunk drive,5,3,0,Male,52,Yes,Yes,256209,8.029893339,76.26036869
TN-2023-00598,27-11-2023,Salem,Location_44,17:20,Car,NH,Rain,Reckless driving,1,2,0,Female,46,No,Yes,214540,10.34632171,78.6978379
TN-2023-00599,26-05-2023,Erode,Location_65,15:42,Bus,SH,Rain,Drunk drive,5,3,1,Male,53,No,Yes,348245,8.929346977,79.59453462
TN-2023-00600,27-08-2023,Tiruppur,Location_93,09:40,Two Wheeler,Rural Road,Fog,Over speed,1,3,0,Male,21,Yes,No,443505,8.404117042,80.46548404
TN-2023-00601,17-03-2023,Trichy,Location_88,11:29,Auto Rickshaw,SH,Clear,Drunk drive,3,1,0,Male,32,Yes,Yes,218674,12.04735127,80.21214438
TN-2023-00602,09-01-2023,Coimbatore,Location_80,18:32,Two Wheeler,Urban Street,Cloudy,Over speed,3,1,0,Male,28,Yes,Yes,420122,12.36413929,76.2219675
TN-2023-00603,15-03-2023,Tiruppur,Location_25,17:13,Two Wheeler,NH,Cloudy,Weather,3,1,1,Male,32,Yes,Yes,308434,12.48039156,77.15878914
TN-2023-00604,10-09-2023,Thoothukudi,Location_87,21:20,Two Wheeler,Rural Road,Fog,Brake failure,1,0,0,Male,38,Yes,No,396650,12.89670937,77.85453218
TN-2023-00605,18-08-2023,Tiruppur,Location_92,00:48,Car,Rural Road,Cloudy,Reckless driving,1,2,0,Male,52,Yes,Yes,407598,11.24526505,79.93756456
TN-2023-00606,07-01-2023,Tirunelveli,Location_47,10:51,Bus,NH,Sunny,Poor road,5,0,0,Male,40,Yes,Yes,384885,13.4897139,77.6203815
TN-2023-00607,23-06-2023,Trichy,Location_80,14:35,Truck,NH,Rain,Over speed,5,2,0,Female,27,No,Yes,74477,10.66047452,78.56640555
TN-2023-00608,21-05-2023,Madurai,Location_56,14:53,Bus,Rural Road,Cloudy,Reckless driving,5,1,0,Male,21,No,No,193373,12.85924449,78.96816849
TN-2023-00609,17-06-2023,Tiruppur,Location_38,21:31,Car,Urban Street,Sunny,Poor road,2,2,0,Female,62,Yes,Yes,134523,8.621174207,77.34081431
TN-2023-00610,19-06-2023,Madurai,Location_11,13:53,Truck,Urban Street,Rain,Poor road,1,2,0,Male,42,No,Yes,288450,8.819079253,78.61873245
TN-2023-00611,10-10-2023,Thoothukudi,Location_67,00:57,Car,SH,Sunny,Brake failure,3,3,0,Female,19,Yes,Yes,296564,11.24692195,76.22898477
TN-2023-00612,02-05-2023,Salem,Location_15,08:58,Car,Rural Road,Rain,Weather,3,2,2,Male,55,Yes,Yes,257653,8.682741246,78.16082478
TN-2023-00613,13-07-2023,Madurai,Location_1,06:22,Car,NH,Rain,Weather,2,2,0,Male,36,No,Yes,322533,8.41415351,77.70341082
TN-2023-00614,05-01-2023,Salem,Location_7,10:54,Two Wheeler,NH,Cloudy,Drunk drive,2,3,0,Male,41,No,No,479291,9.078355477,77.60089569
TN-2023-00615,29-01-2023,Coimbatore,Location_1,01:01,Auto Rickshaw,NH,Fog,Reckless driving,3,0,0,Male,25,Yes,Yes,191717,12.33145276,77.05701805
